ID1,ID2,MHCAll_perc_similar,MHCI_perc_similar,MHCII_perc_similar,KINSHIP,MHCall_common,MHCall_unique,MHCI_common,MHCI_unique,MHCII_common,MHCII_unique,Supertypeall_common,Supertypesall_unique,SupertypeAB_common,SupertypesAB_unique,SupertypeII_common,SupertypesII_unique
10,1,0.0294,0.0526,0,-0.0945988,1,34,1,19,0,15,7,18,4,9,3,9
10,2,0.1379,0.2857,0,-0.16239,4,29,4,14,0,15,8,14,5,6,3,8
10,3,0.0968,0.1667,0,-0.117873,3,31,3,18,0,13,9,17,5,9,4,8
10,4,0,0,0,-0.0921234,0,33,0,19,0,14,6,18,2,11,4,7
10,5,0.0588,0.0952,0,-0.105446,2,34,2,21,0,13,6,17,3,10,3,7
10,6,0.129,0.2222,0,-0.0945885,4,31,4,18,0,13,7,17,5,10,2,7
10,7,0.2143,0.1579,0.3333,-0.0601081,6,28,3,19,3,9,8,16,4,10,4,6
10,8,0.0968,0.1765,0,-0.0340846,3,31,3,17,0,14,5,16,3,9,2,7
10,9,0.0312,0.0476,0,-0.193534,1,32,1,21,0,11,5,18,4,11,1,7
11,1,0.3077,0.2667,0.3636,0.112639,8,26,4,15,4,11,10,18,5,10,5,8
11,10,0.0645,0.1176,0,-0.112418,2,31,2,17,0,14,8,17,3,9,5,8
11,2,0.3913,0.4167,0.3636,0.0634209,9,23,5,12,4,11,9,16,4,9,5,7
11,3,0.375,0.25,0.625,-0.0357362,9,24,4,16,5,8,12,17,6,10,6,7
11,4,0.3333,0.3846,0.2727,0.16868,8,24,5,13,3,11,10,17,6,9,4,8
11,5,0.2069,0.2941,0.0833,0.102009,6,29,5,17,1,12,10,16,7,8,3,8
11,6,0.1724,0.2353,0.0833,-0.0452446,5,29,4,17,1,12,9,18,6,11,3,7
11,7,0.1379,0.1667,0.0909,-0.109944,4,29,3,18,1,11,10,17,6,10,4,7
11,8,0.0312,0.0556,0,-0.0944016,1,32,1,18,0,14,5,19,3,11,2,8
11,9,0.2308,0.4,0,-0.171635,6,26,6,15,0,11,9,17,7,10,2,7
12,1,0.129,0.125,0.1333,0.0524521,4,31,2,16,2,15,9,16,5,9,4,7
12,10,0.0303,0.0588,0,-0.0610519,1,33,1,17,0,16,6,16,3,8,3,8
12,11,0.1379,0.2143,0.0667,0.0375139,4,29,3,14,1,15,8,17,4,9,4,8
12,2,0.2222,0.1429,0.3077,-0.046543,6,27,2,14,4,13,7,15,4,8,3,7
12,3,0.0968,0.1176,0.0714,-0.0438544,3,31,2,17,1,14,9,17,5,10,4,7
12,4,0.4348,0.4167,0.4545,0.0170771,10,23,5,12,5,11,9,15,5,9,4,6
12,5,0.3846,0.3125,0.5,-0.000503378,10,26,5,16,5,10,9,14,5,9,4,5
12,6,0.2963,0.1765,0.5,-0.0302296,8,27,3,17,5,10,9,15,6,10,3,5
12,7,0.0968,0.1111,0.0769,-0.0491862,3,31,2,18,1,13,8,16,6,9,2,7
12,8,0.3077,0.2,0.4545,-0.0270157,8,26,3,15,5,11,7,14,4,9,3,5
12,9,0.32,0.25,0.4444,-0.179808,8,25,4,16,4,9,8,15,6,10,2,5
13,1,0.16,0.2667,0,-0.0179291,4,25,4,15,0,10,7,17,6,10,1,7
13,10,0.12,0.1875,0,0.020471,3,25,3,16,0,9,6,15,4,9,2,6
13,11,0.1739,0.2,0.125,-0.09022,4,23,3,15,1,8,8,16,6,9,2,7
13,12,0.12,0.1333,0.1,-0.0143545,3,25,2,15,1,10,7,14,5,9,2,5
13,2,0.1739,0.3077,0,-0.13003,4,23,4,13,0,10,6,15,5,9,1,6
13,3,0.6471,0.8182,0.3333,-0.0546244,11,17,9,11,2,6,10,15,8,9,2,6
13,4,0.08,0.0588,0.125,-0.0758792,2,25,1,17,1,8,8,15,6,10,2,5
13,5,0.5,0.5714,0.3333,-0.0627211,10,20,8,14,2,6,9,13,7,9,2,4
13,6,0.6111,0.75,0.3333,-0.0501128,11,18,9,12,2,6,10,13,8,10,2,3
13,7,0.4737,0.5,0.4,-0.0364061,9,19,7,14,2,5,8,15,6,11,2,4
13,8,0.0769,0.1176,0,0.0904071,2,26,2,17,0,9,5,15,4,11,1,4
13,9,0.08,0.1053,0,-0.192032,2,25,2,19,0,6,9,13,8,10,1,3
14,1,0.0588,0.1053,0,-0.00229385,2,34,2,19,0,15,9,15,6,8,3,7
14,10,0.2963,0.3125,0.2727,-0.0621503,8,27,5,16,3,11,7,14,4,7,3,7
14,11,0.0968,0.1765,0,-0.0305575,3,31,3,17,0,14,8,16,4,9,4,7
14,12,0.2963,0.2667,0.3333,-0.010891,8,27,4,15,4,12,7,14,5,7,2,7
14,13,0.0741,0.1111,0,-0.012863,2,27,2,18,0,9,6,14,5,9,1,5
14,2,0.2143,0.1176,0.3636,-0.0839054,6,28,2,17,4,11,8,13,5,7,3,6
14,3,0.0606,0.1,0,-0.0426822,2,33,2,20,0,13,9,16,6,9,3,7
14,4,0.0968,0.1765,0,-0.0302223,3,31,3,17,0,14,6,17,4,10,2,7
14,5,0.1212,0.2,0,-0.000651244,4,33,4,20,0,13,6,16,5,9,1,7
14,6,0.2414,0.15,0.4444,0.000318703,7,29,3,20,4,9,8,15,6,10,2,5
14,7,0.1667,0.0952,0.3333,-0.0576357,5,30,2,21,3,9,9,14,6,9,3,5
14,8,0.1667,0.1053,0.2727,-0.0580475,5,30,2,19,3,11,5,15,4,9,1,6
14,9,0.3077,0.2105,0.5714,-0.164094,8,26,4,19,4,7,7,15,5,11,2,4
15,1,0.4,0.4,0.4,-0.0182674,10,25,6,15,4,10,12,17,7,10,5,7
15,10,0.0968,0.1667,0,-0.0923018,3,31,3,18,0,13,9,17,5,9,4,8
15,11,0.375,0.25,0.625,-0.0136822,9,24,4,16,5,8,12,17,6,10,6,7
15,12,0.0968,0.1176,0.0714,0.00827957,3,31,2,17,1,14,9,17,5,10,4,7
15,13,0.6471,0.8182,0.3333,-0.0309556,11,17,9,11,2,6,10,15,8,9,2,6
15,14,0.0606,0.1,0,0.123635,2,33,2,20,0,13,9,16,6,9,3,7
15,2,0.4348,0.4615,0.4,-0.0796758,10,23,6,13,4,10,11,15,6,9,5,6
15,3,1,1,1,-0.0104454,17,17,11,11,6,6,15,15,9,9,6,6
15,4,0.0645,0.0526,0.0833,-0.0274403,2,31,1,19,1,12,9,19,6,11,3,8
15,5,0.3846,0.5,0.2,0.00991305,10,26,8,16,2,10,10,17,7,10,3,7
15,6,0.4583,0.6429,0.2,-0.0108897,11,24,9,14,2,10,12,16,9,10,3,6
15,7,0.4167,0.5333,0.2222,-0.0416833,10,24,8,15,2,9,10,18,7,11,3,7
15,8,0.0625,0.1053,0,-0.0498602,2,32,2,19,0,13,7,18,5,11,2,7
15,9,0.1,0.15,0,-0.163555,3,30,3,20,0,10,10,17,8,11,2,6
16,1,0.25,0.25,0.25,-0.0449611,7,28,4,16,3,12,9,16,5,9,4,7
16,10,0.0625,0.1111,0,-0.102528,2,32,2,18,0,14,7,15,4,7,3,8
16,11,0.1379,0.2667,0,-0.0254726,4,29,4,15,0,14,8,17,4,9,4,8
16,12,0.2143,0.2857,0.1429,-0.0496123,6,28,4,14,2,14,8,14,5,7,3,7
16,13,0.1667,0.2667,0,-0.0745256,4,24,4,15,0,9,7,14,6,8,1,6
16,14,0.2069,0.4,0,-0.0039744,6,29,6,15,0,14,7,14,5,7,2,7
16,15,0.1333,0.2353,0,-0.0214378,4,30,4,17,0,13,10,16,6,9,4,7
16,2,0.1379,0.2857,0,-0.12238,4,29,4,14,0,15,9,13,5,7,4,6
16,3,0.1333,0.2353,0,-0.0861989,4,30,4,17,0,13,10,16,6,9,4,7
16,4,0.1786,0.1875,0.1667,-0.0225286,5,28,3,16,2,12,6,18,4,10,2,8
16,5,0.2414,0.2778,0.1818,0.00588598,7,29,5,18,2,11,7,16,5,9,2,7
16,6,0.1667,0.2941,0,0.027409,5,30,5,17,0,13,8,16,6,10,2,6
16,7,0.0968,0.1579,0,-0.102673,3,31,3,19,0,12,6,18,5,10,1,8
16,8,0.2143,0.1765,0.2727,-0.0617245,6,28,3,17,3,11,5,16,3,10,2,6
16,9,0.1379,0.2222,0,-0.0860789,4,29,4,18,0,11,8,15,6,10,2,5
17,1,0.0571,0.05,0.0667,-0.0655644,2,35,1,20,1,15,8,18,4,9,4,9
17,10,0.8947,0.9091,0.875,0.192754,17,19,10,11,7,8,11,12,5,5,6,7
17,11,0.0606,0.1111,0,-0.0853829,2,33,2,18,0,15,8,18,3,9,5,9
17,12,0.0286,0.0556,0,-0.0132405,1,35,1,18,0,17,7,16,3,8,4,8
17,13,0.1111,0.1765,0,0.0364879,3,27,3,17,0,10,6,16,4,9,2,7
17,14,0.3214,0.375,0.25,-0.0409433,9,28,6,16,3,12,7,15,4,7,3,8
17,15,0.0909,0.1579,0,-0.0477276,3,33,3,19,0,14,9,18,5,9,4,9
17,16,0.0909,0.1667,0,-0.0740645,3,33,3,18,0,15,7,16,4,7,3,9
17,2,0.129,0.2667,0,-0.127603,4,31,4,15,0,16,8,15,5,6,3,9
17,3,0.0909,0.1579,0,-0.076239,3,33,3,19,0,14,9,18,5,9,4,9
17,4,0,0,0,-0.0664996,0,35,0,20,0,15,7,18,2,11,5,7
17,5,0.0556,0.0909,0,-0.0662193,2,36,2,22,0,14,7,17,3,10,4,7
17,6,0.1212,0.2105,0,-0.0648893,4,33,4,19,0,14,7,18,5,10,2,8
17,7,0.2,0.15,0.3,-0.0534421,6,30,3,20,3,10,8,17,4,10,4,7
17,8,0.125,0.1667,0.0714,0.0113127,4,32,3,18,1,14,6,16,3,9,3,7
17,9,0.0294,0.0455,0,-0.184845,1,34,1,22,0,12,5,19,4,11,1,8
18,1,0.3704,0.375,0.3636,-0.063603,10,27,6,16,4,11,11,16,7,9,4,7
18,10,0.2414,0.2222,0.2727,0.128322,7,29,4,18,3,11,8,16,4,9,4,7
18,11,0.0294,0.05,0,-0.0791029,1,34,1,20,0,14,8,19,4,11,4,8
18,12,0.1613,0.1765,0.1429,-0.0599164,5,31,3,17,2,14,8,16,5,9,3,7
18,13,0.0714,0.1053,0,0.0748331,2,28,2,19,0,9,6,17,5,11,1,6
18,14,0.3214,0.3529,0.2727,-0.00358228,9,28,6,17,3,11,8,15,5,9,3,6
18,15,0.0588,0.0952,0,-0.0606479,2,34,2,21,0,13,9,19,6,11,3,8
18,16,0.2414,0.2222,0.2727,-0.0862137,7,29,4,18,3,11,6,18,4,10,2,8
18,17,0.3103,0.2778,0.3636,0.0639827,9,29,5,18,4,11,9,16,4,9,5,7
18,2,0,0,0,-0.141544,0,35,0,20,0,15,7,17,4,10,3,7
18,3,0.0588,0.0952,0,-0.0964101,2,34,2,21,0,13,9,19,6,11,3,8
18,4,0.129,0.1053,0.1667,-0.0786888,4,31,2,19,2,12,9,17,5,11,4,6
18,5,0.1515,0.1364,0.1818,-0.0776493,5,33,3,22,2,11,8,17,5,11,3,6
18,6,0.0882,0.1429,0,-0.0746966,3,34,3,21,0,13,8,18,7,11,1,7
18,7,0.1613,0.0909,0.3333,-0.0750522,5,31,2,22,3,9,10,16,7,10,3,6
18,8,0.44,0.4667,0.4,-0.0147049,11,25,7,15,4,10,10,13,7,8,3,5
18,9,0.0606,0.0909,0,-0.162784,2,33,2,22,0,11,7,18,6,12,1,6
19,1,0.0556,0.0455,0.0714,-0.0979516,2,36,1,22,1,14,9,19,5,12,4,7
19,10,0.1562,0.2778,0,-0.183528,5,32,5,18,0,14,7,18,4,10,3,8
19,11,0.2,0.2222,0.1667,-0.0812948,6,30,4,18,2,12,10,18,5,11,5,7
19,12,0.0571,0.1053,0,-0.104592,2,35,2,19,0,16,5,20,3,12,2,8
19,13,0.069,0.1,0,-0.146621,2,29,2,20,0,9,6,18,5,12,1,6
19,14,0.0556,0.0909,0,-0.0757973,2,36,2,22,0,14,7,17,3,12,4,5
19,15,0.0882,0.0909,0.0833,-0.0560247,3,34,2,22,1,12,10,19,6,12,4,7
19,16,0.0571,0.0952,0,-0.0638112,2,35,2,21,0,14,6,19,3,12,3,7
19,17,0.1471,0.2632,0,-0.141924,5,34,5,19,0,15,7,19,4,10,3,9
19,18,0.0541,0.087,0,-0.152585,2,37,2,23,0,14,9,18,6,11,3,7
19,2,0.1613,0.2353,0.0714,-0.176692,5,31,4,17,1,14,8,17,4,11,4,6
19,3,0.0882,0.0909,0.0833,-0.138711,3,34,2,22,1,12,10,19,6,12,4,7
19,4,0.125,0.1579,0.0769,-0.0833937,4,32,3,19,1,13,8,19,6,11,2,8
19,5,0.0541,0.0833,0,-0.061943,2,37,2,24,0,13,6,20,5,12,1,8
19,6,0.0857,0.1364,0,-0.0735808,3,35,3,22,0,13,9,18,7,12,2,6
19,7,0.1212,0.1905,0,-0.166105,4,33,4,21,0,12,9,18,6,12,3,6
19,8,0.0882,0.15,0,-0.137644,3,34,3,20,0,14,7,17,6,10,1,7
19,9,0.1613,0.25,0,-0.148083,5,31,5,20,0,11,9,17,7,12,2,5
2,1,0.3077,0.2857,0.3333,0.0819531,8,26,4,14,4,12,10,15,5,9,5,6
20,1,0.3846,0.4286,0.3333,-0.0313721,10,26,6,14,4,12,11,14,6,8,5,6
20,10,0.0606,0.1111,0,-0.129853,2,33,2,18,0,15,7,15,4,7,3,8
20,11,0.4167,0.4615,0.3636,-0.0176527,10,24,6,13,4,11,9,16,4,9,5,7
20,12,0.2963,0.2857,0.3077,-0.0415926,8,27,4,14,4,13,8,14,5,7,3,7
20,13,0.16,0.2667,0,-0.0959079,4,25,4,15,0,10,6,15,5,9,1,6
20,14,0.3846,0.4,0.3636,0.226621,10,26,6,15,4,11,9,12,6,6,3,6
20,15,0.4,0.4,0.4,0.237535,10,25,6,15,4,10,11,15,6,9,5,6
20,16,0.2069,0.4286,0,-0.011399,6,29,6,14,0,15,9,13,5,7,4,6
20,17,0.0571,0.1053,0,-0.105876,2,35,2,19,0,16,7,16,4,7,3,9
20,18,0.0571,0.1,0,-0.0997348,2,35,2,20,0,15,8,16,5,9,3,7
20,19,0.0857,0.0952,0.0714,-0.0406537,3,35,2,21,1,14,7,18,3,12,4,6
20,2,0.7,0.5,1,-0.070552,14,20,6,12,8,8,10,12,5,7,5,5
20,3,0.4,0.4,0.4,-0.0367796,10,25,6,15,4,10,11,15,6,9,5,6
20,4,0.0968,0.1875,0,-0.030701,3,31,3,16,0,15,6,18,4,10,2,8
20,5,0.1935,0.3529,0,-0.00283828,6,31,6,17,0,14,7,16,5,9,2,7
20,6,0.3333,0.2941,0.4,-0.0341248,9,27,5,17,4,10,8,16,6,10,2,6
20,7,0.1667,0.2941,0,-0.0928548,5,30,5,17,0,13,8,16,6,9,2,7
20,8,0.1667,0.1111,0.25,-0.0677271,5,30,2,18,3,12,6,15,4,9,2,6
20,9,0.36,0.2941,0.5,-0.166199,9,25,5,17,4,8,7,16,5,11,2,5
21,1,0.1786,0.3846,0,-0.0219285,5,28,5,13,0,15,8,16,5,9,3,7
21,10,0,0,0,-0.0964513,0,32,0,18,0,14,4,17,2,9,2,8
21,11,0.069,0.1333,0,-0.0211634,2,29,2,15,0,14,6,18,3,10,3,8
21,12,0.28,0.3333,0.2308,0.103422,7,25,4,12,3,13,6,15,4,8,2,7
21,13,0.0833,0.1333,0,-0.0401612,2,24,2,15,0,9,5,15,4,10,1,5
21,14,0.2692,0.2667,0.2727,-0.00965968,7,26,4,15,3,11,5,15,3,9,2,6
21,15,0.0667,0.1176,0,-0.00897765,2,30,2,17,0,13,7,18,4,11,3,7
21,16,0.3913,0.3846,0.4,-0.0269309,9,23,5,13,4,10,7,14,3,9,4,5
21,17,0.0303,0.0556,0,-0.0410339,1,33,1,18,0,15,4,18,2,9,2,9
21,18,0.2593,0.5385,0,-0.0716951,7,27,7,13,0,14,7,16,6,8,1,8
21,19,0.0606,0.1053,0,-0.103458,2,33,2,19,0,14,8,16,5,10,3,6
21,2,0.1481,0.0667,0.25,-0.107621,4,27,1,15,3,12,5,16,2,10,3,6
21,20,0.2222,0.2,0.25,-0.0343704,6,27,3,15,3,12,6,15,3,9,3,6
21,3,0.0667,0.1176,0,-0.0208136,2,30,2,17,0,13,7,18,4,11,3,7
21,4,0.1071,0.2143,0,-0.0267525,3,28,3,14,0,14,6,17,5,9,1,8
21,5,0.1333,0.2353,0,-0.00892683,4,30,4,17,0,13,5,17,4,10,1,7
21,6,0.2222,0.1765,0.3,-0.0440319,6,27,3,17,3,10,7,16,5,11,2,5
21,7,0.0667,0.1111,0,-0.0796146,2,30,2,18,0,12,6,17,5,10,1,7
21,8,0.3913,0.5,0.2727,-0.0137524,9,23,6,12,3,11,7,13,6,7,1,6
21,9,0.24,0.1765,0.375,-0.176386,6,25,3,17,3,8,7,15,5,11,2,4
22,1,0,0,0,-0.111606,0,34,0,20,0,14,9,16,6,10,3,6
22,10,0.0645,0.1111,0,-0.174625,2,31,2,18,0,13,5,17,4,9,1,8
22,11,0.1429,0.1875,0.0833,-0.0863407,4,28,3,16,1,12,7,18,5,10,2,8
22,12,0.1786,0.125,0.25,-0.109501,5,28,2,16,3,12,7,15,5,9,2,6
22,13,0,0,0,-0.146294,0,27,0,19,0,8,7,14,6,10,1,4
22,14,0.2143,0.1667,0.3,-0.0702512,6,28,3,18,3,10,6,15,5,9,1,6
22,15,0,0,0,-0.0703172,0,33,0,21,0,12,9,17,7,10,2,7
22,16,0.0312,0.0526,0,-0.0585653,1,32,1,19,0,13,6,16,4,10,2,6
22,17,0.0606,0.1053,0,-0.152665,2,33,2,19,0,14,6,17,4,9,2,8
22,18,0.0294,0.0476,0,-0.156461,1,34,1,21,0,13,9,15,7,9,2,6
22,19,0.2,0.2778,0.0833,-0.0068788,6,30,5,18,1,12,8,17,6,11,2,6
22,2,0.1429,0.0588,0.2727,-0.172671,4,28,1,17,3,11,6,16,4,10,2,6
22,20,0.1724,0.1111,0.2727,-0.0622749,5,29,2,18,3,11,7,15,5,9,2,6
22,21,0.1923,0.125,0.3,-0.101886,5,26,2,16,3,10,7,14,5,9,2,5
22,3,0,0,0,-0.136039,0,33,0,21,0,12,9,17,7,10,2,7
22,4,0.1429,0.1875,0.0833,-0.0867274,4,28,3,16,1,12,8,16,6,10,2,6
22,5,0.0294,0.0455,0,-0.046638,1,34,1,22,0,12,8,15,6,10,2,5
22,6,0.1333,0.0476,0.3333,-0.0621547,4,30,1,21,3,9,9,15,8,10,1,5
22,7,0,0,0,-0.179262,0,33,0,22,0,11,8,16,7,10,1,6
22,8,0.1786,0.1111,0.3,-0.141043,5,28,2,18,3,10,8,13,6,9,2,4
22,9,0.28,0.2222,0.4286,-0.159492,7,25,4,18,3,7,8,15,7,11,1,4
3,1,0.4,0.4,0.4,-0.0404817,10,25,6,15,4,10,12,17,7,10,5,7
3,2,0.4348,0.4615,0.4,-0.0460472,10,23,6,13,4,10,11,15,6,9,5,6
4,1,0.1333,0.1176,0.1538,0.0792732,4,30,2,17,2,13,8,19,5,11,3,8
4,2,0.0323,0.0625,0,0.0191869,1,31,1,16,0,15,5,19,3,11,2,8
4,3,0.0645,0.0526,0.0833,-0.022646,2,31,1,19,1,12,9,19,6,11,3,8
5,1,0.2333,0.2778,0.1667,0.0402074,7,30,5,18,2,12,9,17,6,10,3,7
5,2,0.129,0.2353,0,0.00575164,4,31,4,17,0,14,6,17,4,10,2,7
5,3,0.3846,0.5,0.2,0.0320362,10,26,8,16,2,10,10,17,7,10,3,7
5,4,0.3462,0.2222,0.625,0.0506387,9,26,4,18,5,8,11,14,7,9,4,5
6,1,0.1613,0.2941,0,-0.0339533,5,31,5,17,0,14,9,18,7,11,2,7
6,2,0.3077,0.25,0.4,-0.121339,8,26,4,16,4,10,8,16,6,10,2,6
6,3,0.4583,0.6429,0.2,-0.082446,11,24,9,14,2,10,12,16,9,10,3,6
6,4,0.0968,0.1053,0.0833,-0.0411193,3,31,2,19,1,12,9,17,7,11,2,6
6,5,0.4231,0.5625,0.2,0.00227842,11,26,9,16,2,10,9,16,7,11,2,5
7,1,0.1667,0.2941,0,-0.0459562,5,30,5,17,0,13,9,18,7,10,2,8
7,2,0.1786,0.3333,0,-0.133988,5,28,5,15,0,13,7,17,5,10,2,7
7,3,0.4167,0.5333,0.2222,-0.0387733,10,24,8,15,2,9,10,18,7,11,3,7
7,4,0.0645,0.05,0.0909,-0.0948802,2,31,1,20,1,11,10,16,7,10,3,6
7,5,0.3333,0.3889,0.2222,-0.0738429,9,27,7,18,2,9,9,16,7,10,2,6
7,6,0.3462,0.4118,0.2222,0.0458316,9,26,7,17,2,9,10,16,8,11,2,5
8,1,0.3462,0.3333,0.3636,-0.0539865,9,26,5,15,4,11,9,15,6,9,3,6
8,2,0.1379,0.0588,0.25,-0.133254,4,29,1,17,3,12,5,16,3,10,2,6
8,3,0.0625,0.1053,0,0.0660721,2,32,2,19,0,13,7,18,5,11,2,7
8,4,0.1379,0.1176,0.1667,-0.100036,4,29,2,17,2,12,8,15,5,10,3,5
8,5,0.1613,0.15,0.1818,-0.0169602,5,31,3,20,2,11,7,15,4,11,3,4
8,6,0.25,0.2222,0.3,-0.0778081,7,28,4,18,3,10,7,16,6,11,1,5
8,7,0.0968,0.1579,0,-0.0742092,3,31,3,19,0,12,7,16,6,10,1,6
9,1,0.0968,0.1579,0,-0.194724,3,31,3,19,0,12,8,18,6,12,2,6
9,2,0.28,0.1765,0.5,-0.206478,7,25,3,17,4,8,7,16,5,11,2,5
9,3,0.1,0.15,0,-0.204678,3,30,3,20,0,10,10,17,8,11,2,6
9,4,0.1852,0.3125,0,-0.176989,5,27,5,16,0,11,9,16,8,10,1,6
9,5,0.129,0.1905,0,-0.128961,4,31,4,21,0,10,9,15,8,10,1,5
9,6,0.2593,0.1429,0.6667,-0.0502255,7,27,3,21,4,6,11,14,9,11,2,3
9,7,0.1786,0.2632,0,-0.203657,5,28,5,19,0,9,9,16,8,11,1,5
9,8,0.1786,0.1,0.375,-0.193814,5,28,2,20,3,8,6,16,5,12,1,4
